,pareto_points,solution_points
337,[1.         1.02769363],[-0.25212136  0.08693571 -0.33720395 -0.10159705]
338,[1.         0.99353945],[-0.2826059   0.2642138  -0.3445804   0.12502404]
339,[1.         1.04698479],[-0.31483877  0.2954334  -0.39931473  0.19002458]
340,[1.         0.99707228],[-0.27984017  0.23999628 -0.350653    0.10036089]
341,[1.         0.99800634],[-0.23627827  0.08748746 -0.35833785 -0.14646187]
342,[1.         1.03162885],[-0.26911238  0.12988593 -0.3742182  -0.00781494]
343,[1.         0.94001341],[-0.17825684  0.02780312 -0.4003669  -0.18110663]
344,[1.         1.02681804],[-0.26230866  0.11694057 -0.32823077 -0.05147227]
345,[1.         0.71486145],[-0.05147603  0.05770943 -0.4845181  -0.22324668]
346,[1.         0.85926515],[-0.13027517  0.02857986 -0.4281336  -0.20094764]
347,[1.         1.00683391],[-0.2889154   0.2610175  -0.37916857  0.15180854]
348,[1.         1.01967216],[-0.29307422  0.24783424 -0.41114736  0.16387592]
349,[1.         0.94406152],[-0.54302466  0.6768502  -0.25724     0.267931  ]
350,[1.        1.0026089],[-0.2638133   0.1627796  -0.33352566 -0.01071922]
351,[0.99809778 1.1235733 ],[-0.3577979   0.34171507 -0.3933107   0.21647096]
352,[1.         1.03777719],[-0.26938722  0.12080173 -0.32897502 -0.02876063]
353,[1.         1.03409553],[-0.25270748  0.07938787 -0.34642702 -0.10276628]
354,[1.         0.90899795],[-0.15589818  0.0194269  -0.3871503  -0.1774933 ]
355,[1.         0.96935624],[-0.21053877  0.06263543 -0.3396387  -0.13970228]
356,[1.         0.61539143],[ 0.05749741 -0.00153539 -0.6221775  -0.21348336]
357,[1.         0.92080539],[-0.16986923  0.03382905 -0.4006613  -0.18599857]
358,[1.         1.01212215],[-0.25905728  0.1307228  -0.3360209  -0.04829412]
359,[0.93614333 1.09176779],[-0.3450386   0.36768472 -0.35692322  0.20526001]
360,[1.         1.01051176],[-0.28844786  0.2483005  -0.38734215  0.14328955]
361,[1.         1.03472281],[-0.26868686  0.12355658 -0.35331973 -0.02071831]
362,[1.         0.91185945],[-0.15208751  0.00847393 -0.4082204  -0.18964267]
363,[1.         1.01348841],[-0.2869817   0.23331869 -0.39233816  0.12913392]
364,[1.         0.89211273],[-0.12865554 -0.01294526 -0.4281576  -0.206011  ]
365,[1.         1.04187977],[-0.25880122  0.08452597 -0.3494863  -0.08039457]
366,[1.         1.01780152],[-0.26248446  0.13199648 -0.3523136  -0.03222727]
367,[1.         0.83254123],[-0.06845593 -0.04966165 -0.46827334 -0.22372136]
368,[1.         0.86114454],[-0.11764234  0.00211668 -0.43610767 -0.20965317]
369,[1.         1.03535759],[-0.30428675  0.26543024 -0.41279683  0.19687611]
370,[1.         0.80701226],[-0.04803157 -0.05443875 -0.49110878 -0.22039774]
371,[1.         1.00599897],[-0.252051    0.11943544 -0.33676377 -0.06697904]
372,[1.         1.02180099],[-0.2523351   0.09609682 -0.3306929  -0.09601394]
373,[1.         1.00475514],[-0.28404137  0.24103607 -0.3710578   0.11979349]
374,[1.         0.96659952],[-0.22258987  0.09695718 -0.36450478 -0.15657565]
375,[1.         0.85007936],[-0.11387953  0.00801371 -0.43902326 -0.2100619 ]
376,[1.         0.93637258],[-0.18030119  0.03668627 -0.37048903 -0.16305754]
377,[1.         0.60988146],[ 0.14473262 -0.09994912 -0.72259027 -0.19706483]
378,[1.         0.87592351],[-0.10802399 -0.03130057 -0.43719965 -0.21619982]
379,[1.         1.04535329],[-0.2523326   0.0629498  -0.3588398  -0.11255718]
380,[1.        0.9467724],[-0.1964925   0.05962127 -0.38230038 -0.17220199]
381,[1.         0.76333427],[-0.09189869  0.07444198 -0.4563437  -0.20616856]
382,[1.         1.00338185],[-0.24970901  0.11668186 -0.30033782 -0.09744953]
383,[1.         0.87536979],[-0.13120331  0.01099829 -0.36649787 -0.17299692]
384,[1.         1.03387737],[-0.25087166  0.07491105 -0.34084463 -0.11328684]
385,[1.         0.95504475],[-0.19158709  0.03780176 -0.37814057 -0.16460943]
386,[1.         1.04150665],[-0.2591077   0.08588751 -0.35028055 -0.07820773]
387,[1.         1.00686264],[-0.25231722  0.11885497 -0.33661968 -0.06757356]
388,[1.         0.81043398],[-0.07303438 -0.01876786 -0.46547604 -0.2268401 ]
389,[1.         0.87202758],[-0.128277    0.0093493  -0.42909065 -0.20506813]
390,[1.         0.98522103],[-0.22391243  0.07374574 -0.3682159  -0.1575132 ]
391,[1.         0.78498471],[-0.09160072  0.04497842 -0.4558568  -0.2115178 ]
392,[1.         1.03056324],[-0.29813173  0.24513677 -0.38848734  0.16886829]
393,[1.        1.0219357],[-0.28232798  0.19393438 -0.40142447  0.08832322]
394,[1.         1.05109322],[-0.3200444   0.32014748 -0.37853265  0.19498923]
395,[1.         1.00816751],[-0.27234387  0.18305409 -0.3599031   0.0379004 ]
396,[1.         0.82880038],[-0.1043838   0.01543757 -0.44595414 -0.21210703]
397,[0.99853076 1.00852227],[-0.29979596  0.33136654 -0.34138048  0.19615418]
398,[1.         1.01436257],[-0.2586977   0.12596497 -0.33814406 -0.05231255]
399,[1.         0.99744642],[-0.27171743  0.20274389 -0.34041223  0.04501294]
400,[1.         1.01398563],[-0.27949458  0.199186   -0.382729    0.07822016]
401,[1.         1.01333833],[-0.2771428   0.19112602 -0.37750477  0.06357008]
402,[1.         1.03199208],[-0.24819277  0.07063024 -0.35849237 -0.12048429]
403,[0.99057905 1.19677985],[-0.5106162   0.5625961  -0.37526643  0.22096199]
404,[1.         0.91790521],[-0.1553863   0.00783774 -0.41260898 -0.19124934]
405,[1.         1.02595198],[-0.2898544   0.21688245 -0.40501663  0.1287399 ]
406,[1.         1.02575672],[-0.27892575  0.17331794 -0.39892408  0.06184293]
407,[0.93331198 1.18822587],[-0.43746656  0.4554299  -0.37357327  0.22597069]
408,[1.         0.99993318],[-0.25265926  0.13106029 -0.30335447 -0.07691889]
409,[1.         0.95135927],[-0.1892879   0.03739872 -0.3769749  -0.16450392]
410,[1.        1.0426209],[-0.2561157   0.07637452 -0.3506438  -0.0941487 ]
411,[0.98138088 1.03616548],[-0.4146716   0.49809664 -0.29894572  0.2334877 ]
412,[1.         0.75292909],[-0.07229099  0.0483347  -0.4695843  -0.21765548]
413,[0.870818   1.02188039],[-0.3119945   0.37219596 -0.31145814  0.20452937]
414,[0.99808341 0.98317367],[-0.28211087  0.294388   -0.317065    0.13801658]
415,[1.         1.04189491],[-0.25824934  0.08303158 -0.35232496 -0.08220443]
416,[1.         0.50371188],[ 0.18071488 -0.03110692 -0.7750705  -0.20103247]
417,[1.        0.5119161],[ 0.12099186  0.03229162 -0.6957988  -0.20677303]
418,[1.         1.03839719],[-0.54925156  0.65419334 -0.3026825   0.24804121]
419,[1.         1.03722417],[-0.2576988   0.08823492 -0.36436006 -0.07583981]
420,[1.        0.8360728],[-0.15482351  0.11632125 -0.41286018 -0.17676502]
421,[1.         0.68954825],[ 0.02968919 -0.04385519 -0.59282935 -0.21658728]
422,[1.         0.92902189],[-0.17217067  0.02850825 -0.4020033  -0.18451497]
423,[0.93241555 1.20556235],[-0.4471386   0.46920753 -0.3812874   0.22267455]
424,[1.         1.00150907],[-0.27012637  0.1879428  -0.34462607  0.03038628]
425,[1.         0.82631439],[-0.08799073 -0.01111498 -0.45566648 -0.22098912]
426,[1.         0.99896228],[-0.22654869  0.06153895 -0.3721242  -0.15557827]
427,[1.         0.99093324],[-0.25163978  0.14297456 -0.28831863 -0.07549749]
428,[1.         0.51257193],[ 0.09555033  0.06934398 -0.6609724  -0.20915821]
429,[1.         0.71492255],[ 0.03281716 -0.07366635 -0.5934547  -0.21325865]
430,[1.        1.0308944],[-0.2733852   0.14478537 -0.36708772  0.01359843]
431,[1.         1.10506952],[-0.34652674  0.31895214 -0.41172773  0.19719657]
432,[1.         1.00345409],[-0.27836463  0.21764088 -0.36171305  0.08244368]
433,[1.         0.98652303],[-0.22432034  0.07296494 -0.32892695 -0.13085195]
434,[1.         0.31058192],[ 0.40998867 -0.01307368 -1.0518719  -0.17742644]
435,[1.         1.03655624],[-0.26762414  0.11743311 -0.34431148 -0.03141841]
436,[0.99441524 1.16095364],[-0.5070176   0.56250167 -0.35936213  0.22734562]
437,[1.         1.01167798],[-0.23686223  0.06980454 -0.34727064 -0.13784906]
438,[1.         1.02554357],[-0.26876968  0.13893114 -0.3783816  -0.00044196]
439,[1.         1.00892317],[-0.2748198   0.19106457 -0.36579663  0.05308412]
440,[1.        0.7768811],[-0.04934436 -0.0205189  -0.49430153 -0.2245473 ]
441,[1.         1.03848028],[-0.25421184  0.07718363 -0.35150295 -0.09930689]
442,[1.         1.02836192],[-0.2812631   0.17694354 -0.37484506  0.06349868]
443,[1.         0.97874886],[-0.21472903  0.06008096 -0.3491189  -0.14383574]
444,[1.         1.02135849],[-0.27301475  0.16042554 -0.38205463  0.02950555]
445,[1.         1.03593683],[-0.27092075  0.12846461 -0.3367408  -0.01592864]
446,[1.         0.95539701],[-0.20189342  0.06079191 -0.33598924 -0.13969857]
447,[1.         0.69384211],[ 0.05283061 -0.07802127 -0.6035588  -0.20382418]
448,[1.         0.75537723],[-0.05906931  0.02063811 -0.47814763 -0.22529705]
449,[0.99434009 1.19980061],[-0.5328484   0.6032758  -0.37645635  0.22011831]
450,[1.         0.98461652],[-0.26325873  0.19593023 -0.30324176  0.00350665]
451,[1.         1.03538537],[-0.27022862  0.12721694 -0.34309483 -0.01680581]
452,[1.         1.00464523],[-0.22944051  0.06096798 -0.3714382  -0.15394971]
453,[1.         1.03149009],[-0.27305993  0.14270017 -0.36338943  0.00985441]
454,[1.         0.52258825],[ 0.27324083 -0.13076568 -0.8948489  -0.19054031]
455,[1.       1.022735],[-0.28809744  0.21645132 -0.41196647  0.12564728]
456,[1.         1.01619041],[-0.2356277   0.06064089 -0.36665505 -0.14851373]
457,[1.         0.34871808],[ 0.47751573 -0.08548337 -1.1415784  -0.17094013]
458,[1.         0.77558792],[-0.07908839  0.03264603 -0.4642702  -0.21790403]
459,[1.         1.03541243],[-0.27068734  0.12859778 -0.34135377 -0.01499313]
460,[1.         1.02052426],[-0.2506507   0.0933551  -0.3244389  -0.10497776]
461,[1.         1.00022566],[-0.23758811  0.08775354 -0.30778062 -0.11652686]
462,[1.         0.94714648],[-0.1903595   0.04512215 -0.36066508 -0.15552333]
463,[0.99827383 1.02238381],[-0.47498602  0.5690642  -0.2948806   0.24992824]
464,[1.         0.82343543],[-0.13597742  0.08850741 -0.42552206 -0.18829003]
465,[1.         1.02982426],[-0.26508436  0.12047498 -0.37502387 -0.02633776]
466,[1.         0.95634252],[-0.19835816  0.05132766 -0.35397747 -0.15013456]
467,[1.         0.83122635],[-0.14508396  0.09900649 -0.41933414 -0.1832446 ]
468,[1.         1.01623309],[-0.29195228  0.25121742 -0.40266395  0.16053301]
469,[1.         0.44382063],[ 0.21725133 -0.00380766 -0.8166096  -0.19712408]
470,[1.         0.76891202],[-0.10020523  0.08474989 -0.4507167  -0.20143619]
471,[1.         1.01484776],[-0.27859202  0.19373906 -0.3826749   0.07141054]
472,[1.         1.03197074],[-0.2479377   0.0700085  -0.35894987 -0.12156561]
473,[1.         1.02578616],[-0.29275703  0.23063785 -0.4163779   0.15136403]
474,[1.         1.05432653],[-0.3166351   0.28254443 -0.41568303  0.18765265]
475,[1.         1.03753042],[-0.265364    0.10926308 -0.34679502 -0.04338726]
476,[1.         0.97354978],[-0.20202444  0.03756288 -0.38805825 -0.16756707]
477,[1.         1.01305711],[-0.23412724  0.0611553  -0.3641556  -0.14751327]
478,[1.        1.0198468],[-0.2946239   0.25560474 -0.41255134  0.17477009]
479,[1.         0.84449917],[-0.10537103 -0.00109908 -0.44433144 -0.21403733]
480,[1.         0.67737359],[ 0.00575688  0.00443111 -0.5586548  -0.21875036]
481,[1.         0.76030844],[-0.0740879   0.04234156 -0.46817234 -0.21809563]
482,[0.98739217 1.15967488],[-0.47583818  0.510484   -0.35909963  0.22861186]
483,[1.         0.74758559],[ 0.00238498 -0.06605023 -0.5406781  -0.20877102]
484,[1.         0.86620641],[-0.14437413  0.04892744 -0.41865027 -0.19240758]
485,[1.         1.05233538],[-0.31458223  0.27580708 -0.41824096  0.19091693]
486,[1.         0.74534929],[-0.03591019 -0.00703619 -0.5092125  -0.22308953]
487,[1.         0.96764952],[-0.19894806  0.03816792 -0.38393933 -0.16605465]
488,[1.         1.01333165],[-0.23915137  0.07331637 -0.36311474 -0.14559871]
489,[1.         1.03778446],[-0.26595497  0.11059663 -0.3425662  -0.04204195]
490,[1.         0.60845399],[ 0.01480907  0.07639983 -0.56208247 -0.21739087]
491,[1.         1.03889072],[-0.2647437   0.10539874 -0.34024346 -0.05027767]
492,[0.99448683 1.08954811],[-0.46459574  0.5280214  -0.32725427  0.24159947]
493,[1.         0.66795176],[ 0.07918164 -0.08431673 -0.63799274 -0.20203918]
494,[1.         0.81209147],[-0.12224638  0.07312789 -0.43486297 -0.19581735]
495,[1.       0.762725],[-0.06822011  0.0282771  -0.47146672 -0.22199368]
496,[1.         1.03517365],[-0.24786325  0.06546269 -0.36113027 -0.12421371]
497,[1.         0.91860145],[-0.16418824  0.02467394 -0.40599582 -0.18880183]
498,[1.        0.5907324],[ 0.04704887  0.04414538 -0.6046678  -0.21428016]
499,[1.         1.02595842],[-0.28023845  0.1777876  -0.39625305  0.06818205]
500,[1.         1.02917767],[-0.28100297  0.17441    -0.36802623  0.05857968]
501,[0.9448861  1.07310832],[-0.39322132  0.45794058 -0.31678683  0.22479546]
502,[1.        1.0380466],[-0.26959732  0.12100714 -0.32627273 -0.02887975]
503,[1.        1.0080632],[-0.2330569   0.06523702 -0.35406464 -0.14234826]
504,[1.         1.00919425],[-0.2629316   0.14802186 -0.34129426 -0.02213157]
505,[1.         0.99215609],[-0.28967384  0.31620738 -0.33726388  0.18306062]
506,[1.         1.02751935],[-0.27866283  0.16902034 -0.38428637  0.05301035]
507,[1.         1.02858591],[-0.27351683  0.1492353  -0.38466546  0.0231293 ]
508,[1.         0.92158854],[-0.18927205  0.07675878 -0.3875755  -0.17179263]
509,[1.         0.92593598],[-0.17075166  0.02932952 -0.40213    -0.18533495]
510,[1.         1.02477074],[-0.28022885  0.18007405 -0.40228683  0.0718845 ]
511,[1.         1.09700692],[-0.34308368  0.32334512 -0.39309675  0.21697989]
512,[1.         1.04536903],[-0.25306705  0.06477815 -0.3601588  -0.1085816 ]
513,[1.         1.01615059],[-0.29043382  0.24356952 -0.40131652  0.14984135]
514,[1.         0.80285323],[-0.08394125  0.00866392 -0.45957288 -0.21960306]
515,[0.94551943 1.03553927],[-0.37630892  0.45661828 -0.29750833  0.2237289 ]
516,[1.         1.02875412],[-0.27554554  0.15579882 -0.37900257  0.03216112]
517,[1.         1.02465606],[-0.2883867  0.2133569 -0.4145676  0.1249242]
518,[1.         1.01704657],[-0.28372377  0.21020758 -0.39500207  0.10281362]
519,[1.         0.97764212],[-0.21103086  0.05281511 -0.36204404 -0.15159577]
520,[1.         1.00597966],[-0.25557816  0.13009433 -0.3189305  -0.06426936]
521,[1.         0.94866407],[-0.18603897  0.03370845 -0.38230726 -0.16809434]
522,[1.         1.02849805],[-0.28286844  0.1827363  -0.3730349   0.07197705]
523,[1.         1.01794815],[-0.28688464  0.22210503 -0.40114114  0.12304063]
524,[1.         0.83613563],[-0.13181661  0.06144994 -0.42782235 -0.19455828]
525,[1.         1.03765476],[-0.25201085  0.07262077 -0.34850937 -0.1093151 ]
526,[1.         0.98775625],[-0.26902607  0.21280333 -0.31845084  0.03797434]
527,[1.         1.00390053],[-0.24593583  0.10507181 -0.29925275 -0.10866011]
528,[1.         0.99450362],[-0.24836215  0.12686168 -0.28508246 -0.09837642]
529,[1.        0.6653409],[ 0.0087357   0.01385002 -0.5612843  -0.21838862]
530,[1.         1.01767886],[-0.24393956  0.07956849 -0.35706747 -0.1281968 ]
531,[1.         1.02500844],[-0.25195038  0.09035137 -0.33350748 -0.10064356]
532,[0.96599366 1.03536916],[-0.31594133  0.35600471 -0.3340921   0.2016311 ]
533,[1.         0.78507757],[-0.10324205  0.0688127  -0.44819298 -0.2032142 ]
534,[1.         1.03000259],[-0.28537416  0.18942465 -0.3597152   0.07997955]
535,[1.         0.86685055],[-0.11680628 -0.00594223 -0.38395023 -0.18602833]
536,[1.         1.03473949],[-0.26407045  0.10979456 -0.37143934 -0.03866196]
537,[1.        0.9748795],[-0.21464431  0.06507622 -0.3378709  -0.13782832]
538,[0.95271243 1.09909594],[-0.41011155  0.4647818  -0.32997227  0.22691363]
539,[1.         0.67597985],[ 0.05660358 -0.06504805 -0.62777674 -0.213956  ]
540,[1.         0.98615456],[-0.25615424  0.1665653  -0.29161787 -0.04328002]
541,[1.         0.66247243],[-0.00550857  0.04110859 -0.54109985 -0.21968491]
542,[1.         0.99301946],[-0.2749431   0.22677581 -0.3368219   0.07165259]
543,[1.         0.73421592],[-0.05250984  0.0347598  -0.48463455 -0.22454005]
544,[1.         1.01690638],[-0.25091437  0.09942488 -0.3207426  -0.10072948]
545,[1.         1.01112807],[-0.23702152  0.07095841 -0.34483314 -0.13650714]
546,[1.         1.00083613],[-0.57027245  0.6960616  -0.28459623  0.2543637 ]
547,[1.         1.03318012],[-0.27595192  0.14933696 -0.3431883   0.01668403]
548,[1.         0.72791332],[-0.01354252 -0.02272649 -0.53805375 -0.22089127]
549,[1.         1.01617646],[-0.26664877  0.14810243 -0.36004406 -0.00536117]
550,[1.         0.61944354],[ 0.00498813  0.07945918 -0.54982233 -0.21837904]
551,[0.97159911 1.07546794],[-0.41768155  0.48364717 -0.3185169   0.23087654]
552,[1.         0.99177074],[-0.28390527  0.27722245 -0.3403758   0.13743389]
553,[1.         1.00772357],[-0.293737    0.2874065  -0.38170293  0.18681961]
554,[1.         1.02547455],[-0.29054087  0.22107491 -0.41189212  0.1361784 ]
555,[1.         1.01826549],[-0.29584616  0.26702735 -0.40725407  0.18369192]
556,[0.91490883 1.10281682],[-0.39161763  0.44249842 -0.33179352  0.22177282]
557,[1.         1.02690899],[-0.28113198  0.17928202 -0.3875312   0.06905594]
558,[1.         1.01487243],[-0.28288984  0.2114706  -0.3897338   0.09969746]
559,[1.         0.98998928],[-0.28567782  0.29469323 -0.33486792  0.15422402]
560,[1.         0.97553539],[-0.21898903  0.07486194 -0.36932796 -0.1602914 ]
561,[1.         1.00191915],[-0.26208788  0.15810521 -0.32866594 -0.02084251]
562,[1.         0.46153557],[ 0.24300537 -0.04819465 -0.8525882  -0.19475095]
563,[0.9411613  1.12983382],[-0.4155599   0.45701176 -0.34519112  0.22569394]
564,[1.         1.01438594],[-0.25083327  0.10297363 -0.31739086 -0.09930431]
565,[1.         0.99050456],[-0.27889803  0.25261188 -0.33542767  0.10248432]
566,[1.         0.77014124],[-0.05067818 -0.01088028 -0.49166554 -0.22462615]
567,[1.         0.87564325],[-0.10811187 -0.03084958 -0.43553144 -0.21541548]
568,[1.         1.08425796],[-0.3359112   0.31519872 -0.39126495  0.21905616]
569,[1.         0.90972221],[-0.15826027  0.02333392 -0.38053593 -0.17341612]
570,[1.         1.03690386],[-0.2664365   0.11336732 -0.34663063 -0.03720233]
571,[0.9819458  1.16309392],[-0.37849683  0.36366242 -0.40193683  0.20694456]
572,[1.         0.56393081],[ 0.09548524  0.00488591 -0.66767853 -0.20955153]
573,[1.         0.98606199],[-0.2715413   0.22790259 -0.31866804  0.05691075]
574,[1.        0.7734375],[-0.02096048 -0.05966289 -0.479691   -0.19500843]
575,[1.        1.0254761],[-0.2912394   0.22426748 -0.41410127  0.14136133]
576,[1.         1.02710056],[-0.28499752  0.1939009  -0.38616252  0.09096144]
577,[1.         1.03155816],[-0.26575056  0.11972554 -0.37901732 -0.0237175 ]
578,[1.         1.04681599],[-0.31065804  0.2688135  -0.42266148  0.18631405]
579,[1.         0.87157452],[-0.15143046  0.0572093  -0.41385895 -0.18847197]
